regiao,canal_vendas,cidade,marca,linha,tipo_marca,categoria_produto,produto,preco_unitario_base,desconto_percentual,preco_liquido,quantidade,vendas,custo,lucro,mes,lat,lon,meta_global,meta_regional,prev_vendas,pct_atingido
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1004,2.7,977.39,22,21502.58,15051.81,6450.77,1,-3.421090732295511,-59.44589620934366,25492035.162000004,5087558.069,19362.07666666667,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1341,9.0,1220.62,16,19529.92,13670.94,5858.98,2,-3.509622408148823,-60.90313919060532,24007332.712000005,5152867.016,15522.383333333339,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1424,8.2,1307.79,40,52311.6,36618.12,15693.48,3,-1.1640894081606872,-60.36266397473983,24062997.717,4554897.105,31114.7,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,991,7.1,920.85,6,5525.1,3867.57,1657.53,4,-1.5236031852834624,-61.080181576435656,25087441.577000003,5270982.893,25788.873333333337,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1232,17.3,1019.18,10,10191.8,7134.26,3057.54,5,-4.247581183899667,-61.875463668461954,25561263.079000004,5437530.252,22676.16666666667,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1198,8.3,1098.85,5,5494.25,3845.97,1648.28,6,-2.49333269849646,-60.525894625104954,24567094.541,5263423.341,7070.383333333339,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1472,18.1,1205.51,10,12055.1,8438.57,3616.53,7,-1.642567000641452,-60.10716037323377,25337932.928000003,5054322.449,9247.050000000005,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1485,10.4,1330.23,20,26604.6,18623.22,7981.38,8,-1.2272262883411131,-61.257897937187515,25121686.084000003,5420667.23,14717.983333333337,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1289,3.4,1245.3,48,59774.4,41842.08,17932.32,9,-1.625507328177557,-58.89361258883304,25969214.744000003,5054133.777000001,32811.366666666676,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1208,5.4,1143.15,22,25149.3,17604.51,7544.79,10,-2.016312621423792,-58.620867087532446,24629960.927,5063079.703000001,37176.100000000006,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,964,3.3,931.76,14,13044.64,9131.25,3913.39,11,-2.0559040362280045,-59.49511871347434,25209761.709000003,5400490.370000001,32656.113333333342,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1331,6.0,1251.21,22,27526.62,19268.63,8257.99,12,-4.57502048927045,-61.86989528203499,25567661.658000004,5417404.201,21906.853333333343,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1269,5.0,1205.12,9,10846.08,7592.26,3253.82,1,-1.4166086087372527,-59.53339874191705,25492035.162000004,5087558.069,17139.11333333334,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1407,11.9,1239.9,20,24798.0,17358.6,7439.4,2,-1.9138508360952948,-60.0739105939498,24007332.712000005,5152867.016,21056.90000000001,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1368,2.1,1338.73,17,22758.41,15930.89,6827.52,3,-4.630767244150422,-61.4992568311898,24062997.717,4554897.105,19467.496666666673,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,906,19.0,734.07,24,17617.68,12332.38,5285.3,4,-2.3577388510841146,-60.27877642040215,25087441.577000003,5270982.893,21724.696666666674,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1289,16.1,1081.71,26,28124.46,19687.12,8437.34,5,-4.297901093198654,-60.03362181303425,25561263.079000004,5437530.252,22833.516666666674,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1350,6.7,1259.62,26,32750.12,22925.08,9825.04,6,-4.843164251699464,-59.67211439234241,24567094.541,5263423.341,26164.08666666667,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1039,6.0,976.57,46,44922.22,31445.55,13476.67,7,-4.02402638225961,-58.809763597451244,25337932.928000003,5054322.449,35265.600000000006,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1105,9.6,999.14,43,42963.02,30074.11,12888.91,8,-3.858552164305705,-60.17911940367279,25121686.084000003,5420667.23,40211.786666666674,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1307,19.4,1053.78,16,16860.48,11802.34,5058.14,9,-5.053517840367597,-61.710212448821764,25969214.744000003,5054133.777000001,34915.240000000005,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1402,19.4,1130.64,23,26004.72,18203.3,7801.42,10,-3.530025774373261,-60.08024466113151,24629960.927,5063079.703000001,28609.406666666673,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1233,7.5,1140.26,20,22805.2,15963.64,6841.56,11,-2.699917807522785,-60.83334968516279,25209761.709000003,5400490.370000001,21890.133333333342,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1273,2.3,1244.0,30,37320.0,26124.0,11196.0,12,-2.32007245549383,-58.55951041124318,25567661.658000004,5417404.201,28709.973333333342,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1104,11.8,973.24,41,39902.84,27931.99,11970.85,1,-1.9805960444266009,-61.84152469860657,25492035.162000004,5087558.069,33342.68000000001,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1084,13.6,936.2,39,36511.8,25558.26,10953.54,2,-3.1779722109686843,-61.5802792863273,24007332.712000005,5152867.016,37911.546666666676,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,927,19.1,750.31,40,30012.4,21008.68,9003.72,3,-4.13181993654989,-58.053349626931414,24062997.717,4554897.105,35475.68,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1114,8.8,1016.31,34,34554.54,24188.18,10366.36,4,-4.530017828393947,-60.00444738619458,25087441.577000003,5270982.893,33692.91333333334,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,970,16.4,811.12,23,18655.76,13059.03,5596.73,5,-2.6273770627275237,-59.19014011782358,25561263.079000004,5437530.252,27740.90000000001,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1411,2.8,1371.72,31,42523.32,29766.32,12757.0,6,-2.8614052660523437,-61.96091661032327,24567094.541,5263423.341,31911.206666666676,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1147,5.1,1089.03,24,26136.72,18295.7,7841.02,7,-3.7941547670240325,-59.929153426461156,25337932.928000003,5054322.449,29105.266666666674,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1333,15.8,1122.63,14,15716.82,11001.77,4715.05,8,-4.748534003420667,-60.597492275163276,25121686.084000003,5420667.23,28125.620000000006,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1359,19.8,1089.73,9,9807.57,6865.3,2942.27,9,-4.967187564834534,-61.685686011379914,25969214.744000003,5054133.777000001,17220.370000000006,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1496,8.0,1376.08,35,48162.8,33713.96,14448.84,10,-3.512306895193616,-61.46913698382776,24629960.927,5063079.703000001,24562.39666666667,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1328,10.9,1183.61,37,43793.57,30655.5,13138.07,11,-2.8298366069537675,-59.24214012345094,25209761.709000003,5400490.370000001,33921.31333333334,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1449,11.9,1276.91,28,35753.48,25027.44,10726.04,12,-1.8976532035636686,-61.19939902302076,25567661.658000004,5417404.201,42569.95000000001,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1011,15.4,855.52,10,8555.2,5988.64,2566.56,1,-4.4300696709637215,-61.5817286386624,25492035.162000004,5087558.069,29367.41666666667,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1263,3.3,1220.98,47,57386.06,40170.24,17215.82,2,-2.5542790018254533,-59.17409709405239,24007332.712000005,5152867.016,33898.24666666667,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,945,11.3,838.55,44,36896.2,25827.34,11068.86,3,-4.9736554206974315,-58.25515101502524,24062997.717,4554897.105,34279.153333333335,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1309,19.3,1055.89,46,48570.94,33999.66,14571.28,4,-4.8921148653941104,-59.83481465879572,25087441.577000003,5270982.893,47617.73333333334,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1340,2.1,1311.61,26,34101.86,23871.3,10230.56,5,-2.2637579221963344,-58.516123505015656,25561263.079000004,5437530.252,39856.333333333336,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1164,4.4,1112.32,11,12235.52,8564.86,3670.66,6,-2.243652271470289,-58.79308766772083,24567094.541,5263423.341,31636.106666666674,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1471,11.6,1300.21,38,49407.98,34585.59,14822.39,7,-3.742199229828776,-58.74069954501395,25337932.928000003,5054322.449,31915.120000000006,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1126,8.9,1025.61,41,42050.01,29435.01,12615.0,8,-4.7795406144612995,-58.42073337575789,25121686.084000003,5420667.23,34564.503333333334,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1374,15.4,1161.76,30,34852.8,24396.96,10455.84,9,-2.909630495385055,-58.730808920150025,25969214.744000003,5054133.777000001,42103.59666666667,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1412,3.0,1369.43,42,57516.06,40261.24,17254.82,10,-3.2907268619267995,-59.4256892192139,24629960.927,5063079.703000001,44806.29000000001,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1394,2.1,1364.85,6,8189.1,5732.37,2456.73,11,-2.9943893562555473,-59.07364191297867,25209761.709000003,5400490.370000001,33519.32,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,987,2.3,964.09,31,29886.79,20920.75,8966.04,12,-4.773480071877642,-61.758591664037745,25567661.658000004,5417404.201,31863.983333333337,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1256,6.2,1177.65,14,16487.1,11540.97,4946.13,1,-4.111587063959414,-61.36182127954724,25492035.162000004,5087558.069,18187.663333333338,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1111,10.4,995.21,34,33837.14,23686.0,10151.14,2,-1.6128657336311933,-61.123144050567824,24007332.712000005,5152867.016,26737.010000000006,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1387,2.0,1359.92,27,36717.84,25702.49,11015.35,3,-1.1965389767234749,-60.65241683291557,24062997.717,4554897.105,29014.026666666672,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1363,6.4,1276.07,49,62527.43,43769.2,18758.23,4,-4.371528337245203,-58.841205971430085,25087441.577000003,5270982.893,44360.80333333334,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,945,16.2,791.87,24,19004.88,13303.42,5701.46,5,-2.4651688979964956,-60.00721713418744,25561263.079000004,5437530.252,39416.716666666674,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,923,17.0,766.24,12,9194.88,6436.42,2758.46,6,-2.878545796249475,-59.12319288691094,24567094.541,5263423.341,30242.39666666667,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1011,13.5,874.08,46,40207.68,28145.38,12062.3,7,-4.186181034674805,-58.014664335773034,25337932.928000003,5054322.449,22802.480000000007,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1149,10.3,1030.42,15,15456.3,10819.41,4636.89,8,-1.2008273514128676,-59.39869725461225,25121686.084000003,5420667.23,21619.620000000006,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1063,6.6,992.63,40,39705.2,27793.64,11911.56,9,-4.30183019628342,-59.27908703027484,25969214.744000003,5054133.777000001,31789.726666666673,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1373,4.6,1309.33,32,41898.56,29328.99,12569.57,10,-4.811206364083297,-61.87738999117678,24629960.927,5063079.703000001,32353.353333333336,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1088,3.7,1047.44,30,31423.2,21996.24,9426.96,11,-4.069268445955146,-60.14950817304273,25209761.709000003,5400490.370000001,37675.653333333335,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1342,7.9,1235.83,47,58084.01,40658.81,17425.2,12,-1.626909978366478,-59.09132372093477,25567661.658000004,5417404.201,43801.92333333334,0.2
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,601,9.0,546.96,44,24066.24,15643.06,8423.18,1,-2.129173915200076,-60.2980266622077,25492035.162000004,5087558.069,37857.81666666667,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,699,0.1,698.38,32,22348.16,14526.3,7821.86,2,-3.7162600298121484,-60.51584494806159,24007332.712000005,5152867.016,34832.803333333344,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,605,5.6,571.32,18,10283.76,6684.44,3599.32,3,-1.1494017450557688,-61.83956323435007,24062997.717,4554897.105,18899.386666666673,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,532,11.5,470.57,50,23528.5,15293.52,8234.98,4,-1.6318740155102058,-59.68529836571042,25087441.577000003,5270982.893,18720.140000000003,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,595,7.3,551.47,39,21507.33,13979.76,7527.57,5,-3.3455383232416382,-59.09896935833945,25561263.079000004,5437530.252,18439.86333333334,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,734,2.3,717.27,17,12193.59,7925.83,4267.76,6,-3.1533242343011887,-58.50630704767336,24567094.541,5263423.341,19076.47333333334,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,750,10.6,670.84,47,31529.48,20494.16,11035.32,7,-1.497192543954966,-60.31311629250618,25337932.928000003,5054322.449,21743.466666666674,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,660,11.9,581.2,45,26154.0,17000.1,9153.9,8,-3.992688811059794,-59.63059868562655,25121686.084000003,5420667.23,23292.356666666674,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,700,11.7,617.82,44,27184.08,17669.65,9514.43,9,-1.4505466175332362,-61.15735124397733,25969214.744000003,5054133.777000001,28289.186666666676,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,680,16.9,565.01,27,15255.27,9915.93,5339.34,10,-2.608133665746069,-59.47375911962992,24629960.927,5063079.703000001,22864.450000000008,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,588,16.3,492.3,44,21661.2,14079.78,7581.42,11,-2.167547910338876,-61.47372925949096,25209761.709000003,5400490.370000001,21366.850000000006,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,652,18.4,532.2,50,26610.0,17296.5,9313.5,12,-2.236700141271646,-58.36386991733744,25567661.658000004,5417404.201,21175.490000000005,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,543,13.4,470.01,42,19740.42,12831.27,6909.15,1,-4.381267564519032,-61.04982670030449,25492035.162000004,5087558.069,22670.540000000005,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,560,4.8,533.28,25,13332.0,8665.8,4666.2,2,-1.2144196238334417,-61.27609218916204,24007332.712000005,5152867.016,19894.140000000003,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,593,7.5,548.73,12,6584.76,4280.09,2304.67,3,-1.6824596265216836,-60.030888574207864,24062997.717,4554897.105,13219.060000000005,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,761,7.8,701.88,14,9826.32,6387.11,3439.21,4,-4.111075702387292,-58.51700039490996,25087441.577000003,5270982.893,9914.360000000006,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,570,11.5,504.47,43,21692.21,14099.94,7592.27,5,-3.318778979989338,-59.94073058428124,25561263.079000004,5437530.252,12701.096666666672,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,595,9.7,537.09,32,17186.88,11171.47,6015.41,6,-3.6630665224009373,-59.62819659426029,24567094.541,5263423.341,16235.136666666673,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,855,18.4,697.82,39,27214.98,17689.74,9525.24,7,-4.4459045096599095,-60.435673853392956,25337932.928000003,5054322.449,22031.35666666667,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,784,3.3,757.84,16,12125.44,7881.54,4243.9,8,-1.22235071065885,-60.96746626919549,25121686.084000003,5420667.23,18842.433333333338,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,571,3.7,549.63,23,12641.49,8216.97,4424.52,9,-2.4730533418348313,-60.699239743101224,25969214.744000003,5054133.777000001,17327.303333333337,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,817,1.1,808.24,33,26671.92,17336.75,9335.17,10,-2.0061074972535975,-61.4765053571266,24629960.927,5063079.703000001,17146.283333333336,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,504,9.7,455.15,27,12289.05,7987.88,4301.17,11,-1.2207158196858212,-60.184841834465445,25209761.709000003,5400490.370000001,17200.820000000003,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,696,19.3,561.83,17,9551.11,6208.22,3342.89,12,-4.155798146614144,-61.706013010679946,25567661.658000004,5417404.201,16170.693333333338,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,834,9.9,751.44,37,27803.28,18072.13,9731.15,1,-4.420968379649837,-59.920904205775926,25492035.162000004,5087558.069,16547.81333333334,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,751,8.3,688.57,48,33051.36,21483.38,11567.98,2,-3.751987294274855,-58.684466536469564,24007332.712000005,5152867.016,23468.58333333334,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,750,3.3,724.91,33,23922.03,15549.32,8372.71,3,-3.3764499053527763,-61.00514290964948,24062997.717,4554897.105,28258.890000000003,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,515,15.9,433.02,41,17753.82,11539.98,6213.84,4,-2.63142005358388,-59.17289113245822,25087441.577000003,5270982.893,24909.070000000007,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,649,0.7,644.76,19,12250.44,7962.79,4287.65,5,-4.431832368396201,-61.32952313484673,25561263.079000004,5437530.252,17975.430000000004,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,775,5.8,730.26,19,13874.94,9018.71,4856.23,6,-4.953314292265828,-59.054391939737435,24567094.541,5263423.341,14626.400000000003,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,789,14.9,671.83,34,22842.22,14847.44,7994.78,7,-2.4447818895127797,-60.101476497000746,25337932.928000003,5054322.449,16322.53333333334,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,781,10.2,701.21,36,25243.56,16408.31,8835.25,8,-1.7233182041232116,-58.777319388199786,25121686.084000003,5420667.23,20653.573333333337,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,558,5.4,528.1,41,21652.1,14073.87,7578.23,9,-2.7585825424129915,-58.526914877946965,25969214.744000003,5054133.777000001,23245.960000000003,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,687,10.8,612.52,39,23888.28,15527.38,8360.9,10,-4.276635159852927,-61.55232152240909,24629960.927,5063079.703000001,23594.646666666667,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,889,14.4,761.17,7,5328.19,3463.32,1864.87,11,-4.021001553932042,-61.77165257564274,25209761.709000003,5400490.370000001,16956.190000000006,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 120L,611,19.8,490.05,39,19111.95,12422.77,6689.18,12,-2.975321887995872,-58.253577230820156,25567661.658000004,5417404.201,16109.473333333337,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,876,16.6,730.57,11,8036.27,5223.58,2812.69,1,-4.942625837325961,-61.51156034395989,25492035.162000004,5087558.069,10825.470000000005,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,652,17.5,537.92,20,10758.4,6992.96,3765.44,2,-3.291203886866259,-58.26449992988838,24007332.712000005,5152867.016,12635.540000000006,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,730,5.3,691.63,7,4841.41,3146.92,1694.49,3,-3.835375580092998,-59.97106076524643,24062997.717,4554897.105,7878.693333333339,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,724,17.3,598.71,10,5987.1,3891.62,2095.48,4,-4.933708563798431,-61.406627196151646,25087441.577000003,5270982.893,7195.636666666672,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,897,16.2,751.35,12,9016.2,5860.53,3155.67,5,-1.1534795081646125,-58.13952521425582,25561263.079000004,5437530.252,6614.903333333338,0.0
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,877,11.8,773.88,18,13929.84,9054.4,4875.44,6,-5.080240076262362,-58.192752858307045,24567094.541,5263423.341,9644.380000000005,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,863,12.2,757.67,27,20457.09,13297.11,7159.98,7,-2.5435202487379986,-58.52832682191991,25337932.928000003,5054322.449,14467.710000000006,0.1
Norte,Key Account 2,Região Norte - Key Account 2,Marca B,Premium,Linha Premium,Beer Center,Beer Center 200L,584,12.3,512.03,32,16384.96,10650.22,5734.74,8,-3.2810405774645637,-59.937615885683,25121686.084000003,5420667.23,16923.963333333337,0.1
